名称,户型,面积,朝向,是否装修,有无电梯,总价,单价,产权信息
满五唯一，温馨两房，中间楼层，精装修,2室2厅,82.46平米,南,精装,中楼层(共24层),167.4,20293,共有
花桥裕花园精装家电。 现在诚心出售,2室2厅,66.53平米,南,精装,高楼层(共30层),129.5,19465,非共有
启航社U世代 3室2厅 东南,3室2厅,85.7平米,东南,毛坯,低楼层(共32层),162,18904,非共有
经典好房 香溪源次新小区三房全新装修总价低层位置好,3室1厅,88平米,南,精装,中楼层(共34层),213,24205,非共有
南北通透，难出的好户型，诚心出售，两室两厅,2室2厅,78.31平米,南 北,精装,6层,169,21581,共有
满五唯一，刚需两房，户型方正，全明户型,2室1厅,75.27平米,南,精装,高楼层(共5层),155,20593,非共有
满五唯一 ，精装小户 ，中间楼层 ！,2室2厅,76.63平米,南,精装,中楼层(共17层),175,22838,共有
枫津精装两房，近地铁便利，房东自住保养好，诚心出售,2室1厅,63平米,南 北,精装,中楼层(共6层),175,27778,共有
尹山湖精装大两居，人车分流看房随时,3室2厅,86.55平米,南,精装,中楼层(共31层),249,28770,共有
江南华府精装修拎包入住 随时可签 欢迎,3室2厅,112平米,南 北,简装,高楼层(共33层),225,20090,非共有
业主诚意，朝南大两房，采光特棒，满两唯一,2室2厅,92.31平米,南,简装,高楼层(共24层),164,17767,非共有
大宁购物生活广场，万达广场  得房率高，2+1户型,3室2厅,120平米,南,精装,高楼层(共7层),142,11834,共有
地铁2号线旁 阳澄湖中路站 房东诚心出售,2室1厅,63平米,南,精装,中楼层(共28层),158,25080,非共有
江南春天 2室2厅 南,2室2厅,86平米,南,简装,高楼层(共6层),152.8,17768,共有
高铁南站商圈，精装两房拎包入住，看房方便,2室2厅,85.4平米,南,精装,中楼层(共28层),135.5,15867,共有
新城域大两房，南北通，精装修，可拎包入住,2室2厅,89平米,南 北,精装,中楼层(共11层),136,15281,共有
中置花苑 3室2厅 南,3室2厅,103平米,南,简装,高楼层(共6层),145,14078,非共有
玉莲新村中等装修，带自行车库看房方便,2室1厅,70.13平米,南,精装,中楼层(共5层),120,17112,共有
龙景抢手户型，新装修，无需维修基金。,2室1厅,60平米,南,精装,中楼层(共5层),105,17500,共有
品质洋房，好楼层。小区绿化好。生活很方便,2室1厅,87.88平米,南,精装,低楼层(共6层),198,22531,非共有
赵厍花园，毛坯四房，带露台，业主急售，随时看房,4室2厅,188平米,南 北,毛坯,高楼层(共6层),243,12926,非共有
此房得房率高，房东自住保养好，户型通透,3室2厅,123平米,南,精装,中楼层(共5层),320,26017,非共有
新庄新村 十五万婚房装修 客厅有窗户 看房方便,2室1厅,56.7平米,南,精装,6层,124.8,22011,共有
苏尚家园 3室2厅 南 北,3室2厅,120平米,南 北,精装,低楼层(共11层),150,12500,共有
房子满两年 精装修 南门便是四号线 诚心出售,3室1厅,86平米,南,简装,高楼层(共32层),180,20931,共有
此房是中间楼层双朝南户型采光无遮拦带16.3平方小车库,2室2厅,85平米,南,精装,高楼层(共24层),143,16824,共有
此房毛坯、上下两层，南北通透，业主诚心出售！,3室2厅,118平米,南 北,毛坯,高楼层(共6层),140,11865,非共有
此房的价格不用本人多说，这里精品中的精品价格66666,2室1厅,89.5平米,东南,毛坯,高楼层(共23层),118,13185,共有
上海裕花园1室，朝南，中间楼层，首付30万，地铁1公里,1室1厅,55.14平米,南,精装,高楼层(共28层),108,19587,共有
欧阳推荐 心仪的温暖小窝 一居室 XUE区房,1室1厅,43.77平米,北,精装,高楼层(共6层),69.9,15970,共有
华城美地南岸 精装大两房 装修好 价格实惠,2室2厅,90平米,南,精装,低楼层(共18层),129,14334,共有
牡丹苑 2室2厅 东 西,2室2厅,91.67平米,东 西,简装,低楼层(共6层),97,10582,非共有
房子在小区中间位置，户型方正，二居室，视野开阔,2室2厅,88.26平米,南,精装,中楼层(共6层),98,11104,共有
越湖名邸二期 精装大两房 户型好 采光佳,2室2厅,106.02平米,南,精装,中楼层(共8层),265,24996,共有
盘门新村 一楼带2开间院子，采光无遮挡 精装修 4号线,3室1厅,44.86平米,南,精装,6层,112,24967,共有
天赖花园三房两卫 精装修 房东诚心卖,3室2厅,130平米,南 北,精装,中楼层(共18层),218,16770,非共有
青山溪语花园 2室2厅 南,2室2厅,63.25平米,南,简装,中楼层(共5层),142,22451,非共有
出售湖畔林语精装小三房    看房方便,3室2厅,86平米,南,精装,中楼层(共18层),128,14884,非共有
多层 得房率高 带20平车库 精装自住随时可看,2室2厅,86平米,南 北,精装,中楼层(共7层),126,14652,共有
绣东新村 2室1厅 南,2室1厅,62.21平米,南,简装,中楼层(共6层),103,16557,非共有
黄城花园南北通透大三房 纯毛坯装修可按自己喜欢得来,3室2厅,121平米,南 北,毛坯,低楼层(共14层),169.5,14009,非共有
丽景湾稀有洋房，位置户型好有钥匙，小吕认证专业之选,3室2厅,101.09平米,南,毛坯,低楼层(共6层),225,22258,非共有
嘉誉山改善大四房，全新毛坯，可随意装修，随时看房,4室2厅,146平米,南,毛坯,高楼层(共11层),290,19864,共有
中航a2复式，品牌半成品装修，自由定制，房东诚心出,3室2厅,98平米,东,简装,中楼层(共18层),280,28572,非共有
清水毛坯，绿地大三房，中高楼层，采光刺眼,3室2厅,120.93平米,南,毛坯,中楼层(共32层),275,22741,非共有
经典三房，满五唯一，采光基本没影响，看房方便,3室2厅,116.54平米,南,简装,25层,429,36812,共有
紧凑三房 精装修15万 只住了半年 保养好 拎包入住,3室2厅,81.76平米,南 北,精装,高楼层(共8层),118,14433,共有
此房满5年，户型好三开间朝南空气流通性好 楼间距开阔,3室2厅,118平米,南 北,简装,30层,500,42373,共有
业主诚心出售，看房有钥匙，采光无遮挡,3室2厅,93平米,南,毛坯,低楼层(共18层),148,15914,共有
娄门新村三楼，边上有护城河，，,2室1厅,57.43平米,南,简装,中楼层(共5层),158,27512,共有
环秀湖优选户型环境好位置好,地段好,3室2厅,101.01平米,南,毛坯,高楼层(共33层),213,21088,非共有
全能小三房，得房率高两房朝南，有一个租用的地面车位,3室2厅,86.25平米,南,精装,中楼层(共5层),213,24696,非共有
近浒关大润发、弘阳上水三房、有轨二号线旁、业主急售,3室2厅,89平米,南 北,简装,低楼层(共26层),186,20899,共有
东港二村  星港本部 架空一楼 带独库 满五唯一,3室1厅,81.09平米,南,简装,低楼层(共5层),275,33913,共有
星海双學，电梯小洋房，诚意出售 全屋木地板保养好,2室2厅,126平米,南,精装,低楼层(共10层),681,54048,非共有
鼎尚花园通透三房，毛坯可随意装修,3室2厅,93.81平米,南,毛坯,低楼层(共5层),235,25051,共有
金门路上 中间楼层 全明户型 三开间朝南 正气三房,3室2厅,123平米,南,精装,中楼层(共6层),288.5,23456,非共有
水漾花城精装修三房，一线家电品牌 高楼层 拎包入住,3室2厅,89.92平米,南,精装,高楼层(共30层),232,25801,非共有
九龙仓碧堤雅苑统装房  带地暖,4室2厅,140.77平米,南,精装,低楼层(共33层),396,28131,共有
宝祥苑 全新毛坯 可以随意装修89小三房有钥匙满五唯一,3室1厅,89平米,北 南,毛坯,高楼层(共30层),168,18877,共有
城邦花园，湖景两房，婚装诚意出售，看房有钥匙！,2室2厅,110.7平米,南,精装,中楼层(共29层),410,37038,共有
房子满五唯一，税收少，好楼层采光充足，诚意出售,3室2厅,101.7平米,南,精装,高楼层(共30层),183,17995,非共有
品质小区 景观楼层 小高层 三房 全新毛坯 有钥匙,3室2厅,88.38平米,南,毛坯,中楼层(共20层),150,16973,共有
星榈湾毛坯素房 入户花园独立车位 一梯一户诚心出售,2室2厅,97.97平米,南,毛坯,高楼层(共15层),184,18782,共有
九龙仓二期精装三房  保养好 业主诚心出售,3室2厅,96.54平米,南,精装,30层,425,44024,非共有
地暖 次顶楼 相于全新装修 加州田园风  正规三房两卫,3室2厅,130.11平米,南,精装,高楼层(共18层),448,34433,非共有
纯洋房 三开间朝南户型 两房朝南 客厅朝南 采光通透,3室2厅,115.36平米,南,精装,低楼层(共5层),219,18985,共有
中海星湖国际湖景四房，等待有缘的你,4室1厅,143.66平米,南 北,精装,高楼层(共30层),790,54991,共有
建发品质大花园，园林式小区环境，看房方便。,4室2厅,266平米,南,毛坯,下叠(共4层),650,24437,共有
姑苏区苏和苑大四房，有车位、二实小,4室2厅,143平米,南,精装,中楼层(共29层),445,31119,共有
小三房.  高楼层 .两房朝南.一房朝北  全天采光.,3室2厅,115平米,南,精装,27层,508,44174,共有
昆山花园 满两年 配套成熟 户型很棒 诚心出售,4室2厅,137平米,南,简装,高楼层(共6层),228,16643,共有
南山顶带阁3+1户型 好位置  满五唯一 省税 急卖！！,3室2厅,83.7平米,南,精装,高楼层(共13层),266,31781,共有
D区英伦别墅，近花桥地铁口，毛坯税少，环境优美宜居,4室2厅,168.14平米,南,毛坯,3层,370,22006,共有
环境好，居住舒适，楼层好，户型好，地段好采光无遮挡,3室2厅,92.09平米,南,简装,高楼层(共33层),176,19112,非共有
花桥s1地铁口，3 5万方s业体，中间楼层南北通透三房,3室2厅,88平米,南 北,精装,高楼层(共30层),178,20228,共有
新出房源柠檬花园95边户全新毛坯三房，房东诚心出售,3室2厅,95.5平米,南,毛坯,中楼层(共18层),216,22618,共有
大观花园北区，中间楼层，业主精装自住，诚心出售,3室2厅,114.3平米,南,精装,中楼层(共5层),360,31497,共有
花海小区小三房，中高楼层业主诚心出售价格可谈。,3室2厅,92.5平米,南,毛坯,高楼层(共20层),188,20325,共有
央企品质  临湖小区 品质装修 业主急售,3室2厅,116平米,南,精装,高楼层(共33层),310,26725,共有
航西新村独门户独栋房卡汽车到门口出脚方便看房有钥匙,3室1厅,78平米,南,简装,低楼层(共1层),135,17308,非共有
公务员小区 大三房 飞机户型 好楼层 近地铁口,3室2厅,135平米,南 北,精装,中楼层(共11层),249,18445,共有
正气三房 低楼层 视野开阔  阳光充足 诚心出售,3室1厅,87.14平米,南,精装,低楼层(共6层),291,33395,共有
地铁口大3房 ，好楼层。价格低,3室2厅,96.91平米,南,毛坯,高楼层(共27层),235,24250,共有
正宗南北通透双阳台大三房，精装修随时看房,3室2厅,113平米,南 北,精装,低楼层(共18层),155,13717,共有
小程推荐，此房满五唯一少税，近地铁，绿化高达40％,3室2厅,89.28平米,南,精装,低楼层(共30层),170,19042,共有
花园洋房中楼层，全天采光，产证满两年业主诚心出售,3室2厅,86平米,东南,精装,低楼层(共11层),180,20931,共有
中星鼎苑【私人管家】此房诚心急售！急售！看中都好说,2室2厅,124平米,南,精装,中楼层(共29层),270,21775,非共有
三香南区 2楼，三房户型，采光无影响，有钥匙 诚心售,3室1厅,77.14平米,南,简装,低楼层(共6层),171,22168,共有
科实小清水毛坯楼层佳 采光充足 满两年 随时可看,3室2厅,100.76平米,南,毛坯,高楼层(共18层),315,31263,共有
富康花园满五唯一双校区精装三房通透户型房东置换急售,3室2厅,125平米,南,精装,中楼层(共6层),199,15920,非共有
满五年，楼层好，视野广 全朝南户型,3室2厅,96.6平米,南,毛坯,中楼层(共23层),248,25673,共有
九龙仓百年港企 统装带地暖 三房两卫 边户通透 急售！,3室2厅,114.2平米,南,精装,低楼层(共27层),289,25307,共有
地铁口 悠方旁合景领峰 带6米挑高 4房2卫 满五年,4室2厅,112.68平米,南,精装,低楼层(共25层),310,27512,共有
远离马路 南北通风三房 中间楼层 有钥匙 看房随时,3室2厅,89平米,南,精装,中楼层(共32层),215,24158,共有
平江新城顶楼复式，带观景大露台,4室2厅,140.68平米,南,毛坯,高楼层(共14层),342,24311,非共有
满五不唯一无增值税，自住装修，全明户型，交通便利，,2室1厅,81.75平米,南,简装,低楼层(共33层),207.3,25358,共有
科技城品质小区中航樾玺，业主诚心出售，欢迎推荐,3室2厅,97平米,南,毛坯,低楼层(共28层),230,23712,共有
鑫之苑，方正3房，精装空关，有钥匙随时看。,3室2厅,88.9平米,南,精装,高楼层(共30层),230,25872,共有
地铁口双湖景房 精装38万 带阁楼实用100平 采光刺眼,3室2厅,95平米,南 北,精装,高楼层(共24层),246,25895,非共有
维纳南区好房，有车位，价格可谈.,3室2厅,101.37平米,南,精装,低楼层(共27层),288,28411,共有
太湖东路 带阁楼 四房 苏苑和迎春  交通便利,4室2厅,94.64平米,南,简装,高楼层(共5层),236,24937,共有
中海四期小三房，业主置换城市，装修保养极好,3室2厅,90.29平米,南,精装,中楼层(共18层),245,27135,共有
此房满两年，通透格局，楼层好，视野宽阔，采光充足,4室2厅,140平米,南,毛坯,中楼层(共26层),344.5,24608,共有
天辰花园 全屋新房从未住人 精装修 采光好  带车位,3室2厅,147.84平米,南,精装,低楼层(共16层),585,39570,共有
万科四季风景花园 3室1厅 南,3室1厅,108平米,南,精装,高楼层(共34层),230,21297,非共有
苏苑新村，这个面积的3房，楼层好，看房我有钥匙,3室1厅,63.2平米,南,简装,中楼层(共5层),166.8,26393,共有
工业园区东港二村精装修满五年，业主诚心出售,2室1厅,58.7平米,南,精装,高楼层(共6层),209,35605,非共有
东山太湖边临湖别墅低总价精装修,3室2厅,105.46平米,南,精装,中楼层(共5层),195,18491,共有
改善大3房 经典格局 户型正气通透 楼层好 毛坯好改造,3室2厅,126.28平米,南,毛坯,高楼层(共17层),160,12671,共有
次新小区 毛坯  三开间朝南 随时可以看房,3室2厅,92.11平米,南,毛坯,23层,129,14005,共有
护城河畔2005年商品房 精装修拎包入住,3室2厅,77.77平米,南,精装,高楼层(共5层),185,23789,共有
业主诚心出售，户型方正，视野宽阔，从未入住,3室2厅,91.45平米,南,毛坯,低楼层(共26层),169,18481,非共有
狮山4房，自住精装，高楼层，采光好，视野开阔，满2,4室2厅,141.12平米,南,精装,高楼层(共17层),575,40746,非共有
